,챔피언,게임 결과,게임 시간,소환사 주문1,소환사 주문2,메인 룬,보조 룬,KDA,평점,레벨,CS,분당 CS,킬관여,아이템1,아이템2,아이템3,아이템4,아이템5,아이템6
403,유미,패배,24분 37초,점화,탈진,콩콩이 소환,정밀,1/2/5,3.00,11,10,0.4,55%,아테나의 부정한 성배,에테르 환영,얼음 송곳니,제어 와드,금지된 우상,수정 팔 보호구
404,사일러스,승리,33분 42초,강타,점멸,정복자,영감,10/11/12,2.00,17,37,1.1,59%,쓸데없이 큰 지팡이,마법공학 초기형 벨트-01,존야의 모래시계,모렐로노미콘,마법 부여: 룬의 메아리,명석함의 아이오니아 장화
405,오른,승리,29분 19초,순간이동,점멸,착취의 손아귀,마법,8/2/9,8.50,17,201,6.9,38%,-,가고일의 돌갑옷,워모그의 갑옷,대장간 불꽃 망토,얼어붙은 주먹,닌자의 신발
406,레넥톤,패배,34분 28초,순간이동,점멸,정복자,결의,4/8/7,1.38,17,235,6.8,58%,스테락의 도전,몰락한 왕의 검,제어 와드,천 갑옷,칠흑의 양날 도끼,헤르메스의 발걸음
407,바드,승리,31분 13초,정화,점멸,수호자,지배,6/2/23,14.50,14,26,0.8,88%,강철의 솔라리 펜던트,구원,제어 와드,얼음 정수의 파편,아테나의 부정한 성배,기동력의 장화
408,자르반 4세,패배,28분 37초,강타,점멸,정복자,영감,0/7/10,1.43,12,17,0.6,67%,루비 수정,가고일의 돌갑옷,제어 와드,거인의 허리띠,마법 부여: 잿불거인,헤르메스의 발걸음
409,야스오,승리,18분 45초,탈진,점멸,정복자,지배,4/1/2,6.00,14,163,8.7,23%,도란의 검,충전형 물약,제어 와드,무한의 대검,유령 무희,광전사의 군화
410,리 신,패배,37분 27초,강타,점멸,정복자,영감,15/8/11,3.25,17,41,1.1,68%,수호 천사,스테락의 도전,거인의 허리띠,칠흑의 양날 도끼,마법 부여: 용사,닌자의 신발
411,사일러스,패배,35분 44초,강타,점멸,정복자,영감,11/6/9,3.33,17,41,1.1,77%,모렐로노미콘,마법공학 초기형 벨트-01,존야의 모래시계,라바돈의 죽음모자,마법 부여: 룬의 메아리,명석함의 아이오니아 장화
412,오른,승리,42분 40초,순간이동,점멸,봉인 풀린 주문서,마법,4/11/15,1.73,18,193,4.5,51%,심연의 가면,가고일의 돌갑옷,-,대장간 불꽃 망토,얼어붙은 주먹,닌자의 신발
413,야스오,패배,29분 9초,순간이동,점멸,정복자,지배,4/9/4,0.89,15,215,7.4,47%,곡궁,빌지워터의 해적검,수은 장식띠,유령 무희,무한의 대검,광전사의 군화
414,야스오,승리,34분 50초,탈진,점멸,정복자,지배,4/7/1,0.71,16,217,6.2,21%,롱소드,초시계,죽음의 무도,무한의 대검,유령 무희,광전사의 군화
415,올라프,승리,26분 22초,강타,점멸,정복자,영감,1/4/9,2.50,14,45,1.7,40%,수정 팔 보호구,충전형 물약,빙하의 장막,칠흑의 양날 도끼,마법 부여: 용사,닌자의 신발
416,베인,승리,27분 2초,정화,점멸,집중 공격,영감,5/2/3,4.00,13,184,6.8,44%,도란의 방패,몰락한 왕의 검,수은 장식띠,주문포식자,구인수의 격노검,광전사의 군화
417,이즈리얼,패배,29분 8초,회복,점멸,정복자,마법,1/5/5,1.20,13,176,6.0,43%,도란의 검,롱소드,필멸자의 운명,삼위일체,무라마나,속도의 장화
418,이즈리얼,승리,23분 11초,회복,점멸,정복자,마법,4/2/8,6.00,12,172,7.4,52%,도란의 검,빌지워터의 해적검,체력 물약,얼어붙은 건틀릿,무라마나,명석함의 아이오니아 장화
419,이즈리얼,패배,16분 10초,회복,점멸,정복자,마법,2/3/1,1.00,9,109,6.7,43%,도란의 검,충전형 물약,-,광휘의 검,마나무네,명석함의 아이오니아 장화
420,루시안,승리,25분 30초,회복,점멸,집중 공격,마법,16/1/6,22.00,15,166,6.5,69%,정수 약탈자,몰락한 왕의 검,수은 장식띠,도란의 검,흡혈의 낫,광전사의 군화
421,리 신,패배,25분 13초,강타,점멸,정복자,영감,3/8/7,1.25,11,35,1.4,71%,탐식의 망치,점화석,제어 와드,마법 부여: 용사,요림의 주먹,닌자의 신발
422,올라프,승리,21분 47초,강타,점멸,정복자,영감,4/1/4,8.00,14,16,0.7,44%,정당한 영광,-,-,칠흑의 양날 도끼,마법 부여: 용사,닌자의 신발
423,바루스,승리,38분 22초,회복,점멸,신비로운 유성,영감,8/6/7,2.50,17,232,6.0,44%,톱날 단검,요우무의 유령검,밤의 끝자락,드락사르의 황혼검,그림자 검,신속의 장화
424,바루스,패배,35분 29초,회복,점멸,신비로운 유성,영감,4/8/12,2.00,14,223,6.3,76%,드락사르의 황혼검,요우무의 유령검,-,밤의 끝자락,그림자 검,신속의 장화
425,리 신,패배,35분 25초,강타,점멸,정복자,영감,12/9/5,1.89,14,27,0.8,63%,스테락의 도전,수호 천사,제어 와드,칠흑의 양날 도끼,마법 부여: 용사,헤르메스의 발걸음
426,쓰레쉬,패배,21분 34초,점화,점멸,봉인 풀린 주문서,결의,1/8/7,1.00,10,33,1.5,47%,빙하의 장막,천 갑옷,룬 강철 어깨 갑옷,제어 와드,기사의 맹세,기동력의 장화
427,야스오,패배,18분 0초,점화,점멸,정복자,지배,4/7/3,1.00,10,94,5.2,64%,단검,곡괭이,B.F. 대검,도란의 검,유령 무희,광전사의 군화
428,사일러스,패배,32분 37초,강타,점멸,정복자,영감,2/9/5,0.78,13,34,1.0,33%,악마의 마법서,마법공학 초기형 벨트-01,망가진 초시계,천 갑옷,마법 부여: 룬의 메아리,명석함의 아이오니아 장화
429,사일러스,승리,32분 31초,강타,점멸,정복자,영감,14/5/8,4.40,15,36,1.1,71%,제어 와드,마법공학 초기형 벨트-01,존야의 모래시계,모렐로노미콘,마법 부여: 룬의 메아리,명석함의 아이오니아 장화
430,리 신,패배,27분 53초,강타,점멸,정복자,영감,5/5/5,2.00,12,29,1.0,59%,쇠사슬 조끼,초시계,제어 와드,칠흑의 양날 도끼,마법 부여: 용사,닌자의 신발
431,리 신,패배,21분 35초,강타,점멸,정복자,영감,7/3/2,3.00,11,19,0.9,69%,칠흑의 양날 도끼,충전형 물약,제어 와드,루비 수정,마법 부여: 용사,헤르메스의 발걸음
432,사일러스,패배,31분 41초,강타,점멸,정복자,지배,6/12/8,1.17,13,29,0.9,61%,루비 수정,마법공학 초기형 벨트-01,존야의 모래시계,증폭의 고서,마법 부여: 룬의 메아리,명석함의 아이오니아 장화
433,리 신,승리,26분 12초,강타,점멸,정복자,영감,10/2/8,9.00,14,29,1.1,42%,수호 천사,롱소드,제어 와드,칠흑의 양날 도끼,마법 부여: 용사,헤르메스의 발걸음
434,리 신,승리,24분 6초,강타,점멸,정복자,영감,8/3/13,7.00,12,30,1.2,58%,마법무효화의 망토,칠흑의 양날 도끼,제어 와드,수호 천사,마법 부여: 용사,헤르메스의 발걸음
435,리 신,승리,31분 41초,강타,점멸,정복자,영감,13/2/8,10.50,15,38,1.2,64%,수호 천사,요림의 주먹,-,칠흑의 양날 도끼,마법 부여: 용사,헤르메스의 발걸음
436,리 신,패배,42분 16초,강타,점멸,정복자,영감,13/10/14,2.70,16,32,0.8,54%,스테락의 도전,수호 천사,-,칠흑의 양날 도끼,마법 부여: 용사,헤르메스의 발걸음
437,사일러스,승리,20분 15초,강타,점멸,정복자,지배,10/2/3,6.50,12,38,1.9,42%,충전형 물약,마법공학 초기형 벨트-01,-,메자이의 영혼약탈자,마법 부여: 룬의 메아리,속도의 장화
438,리 신,패배,38분 42초,강타,점멸,정복자,영감,6/6/11,2.83,15,47,1.2,47%,요림의 주먹,주문포식자,콜필드의 전투 망치,칠흑의 양날 도끼,마법 부여: 용사,헤르메스의 발걸음
439,자르반 4세,승리,20분 8초,강타,점멸,정복자,영감,7/2/7,7.00,11,26,1.3,61%,원기 회복의 구슬,망가진 초시계,제어 와드,망자의 갑옷,마법 부여: 용사,헤르메스의 발걸음
440,리 신,승리,19분 13초,강타,점멸,정복자,영감,10/2/9,9.50,11,18,0.9,76%,충전형 물약,망가진 초시계,제어 와드,칠흑의 양날 도끼,마법 부여: 용사,헤르메스의 발걸음
441,리 신,승리,32분 3초,강타,점멸,정복자,영감,11/6/17,4.67,15,37,1.2,65%,수호 천사,스테락의 도전,제어 와드,칠흑의 양날 도끼,마법 부여: 용사,헤르메스의 발걸음
442,리 신,승리,23분 28초,강타,점멸,정복자,영감,11/0/8,Perfect,14,32,1.4,56%,탐식의 망치,스테락의 도전,제어 와드,점화석,마법 부여: 용사,닌자의 신발
443,리 신,승리,40분 47초,강타,점멸,정복자,영감,15/8/13,3.50,18,53,1.3,54%,칠흑의 양날 도끼,워모그의 갑옷,수호 천사,스테락의 도전,마법 부여: 용사,닌자의 신발
444,사일러스,승리,32분 13초,강타,점멸,정복자,지배,8/8/8,2.00,15,38,1.2,40%,쓸데없이 큰 지팡이,마법공학 초기형 벨트-01,존야의 모래시계,-,마법 부여: 룬의 메아리,명석함의 아이오니아 장화
445,올라프,승리,26분 23초,강타,점멸,정복자,마법,2/6/8,1.67,14,32,1.2,36%,B.F. 대검,초시계,제어 와드,칠흑의 양날 도끼,마법 부여: 용사,닌자의 신발
446,리 신,승리,36분 5초,강타,점멸,정복자,영감,9/2/19,14.00,17,50,1.4,74%,수호 천사,흑요석 양날 도끼,제어 와드,스테락의 도전,마법 부여: 용사,닌자의 신발
447,리 신,패배,34분 6초,강타,점멸,정복자,영감,8/9/7,1.67,15,14,0.4,71%,요림의 주먹,수호 천사,곡괭이,흑요석 양날 도끼,마법 부여: 용사,닌자의 신발
448,리 신,승리,25분 2초,강타,점멸,정복자,영감,9/2/10,9.50,14,30,1.2,68%,칠흑의 양날 도끼,충전형 물약,제어 와드,수호 천사,마법 부여: 용사,헤르메스의 발걸음
449,사일러스,패배,31분 59초,강타,점멸,정복자,지배,8/8/13,2.62,15,33,1.0,50%,쓸데없이 큰 지팡이,마법공학 초기형 벨트-01,존야의 모래시계,쓸데없이 큰 지팡이,마법 부여: 룬의 메아리,명석함의 아이오니아 장화
450,사일러스,승리,32분 34초,강타,점멸,정복자,지배,2/7/7,1.29,14,27,0.8,31%,악마의 마법서,마법공학 초기형 벨트-01,망가진 초시계,쓸데없이 큰 지팡이,마법 부여: 룬의 메아리,명석함의 아이오니아 장화
451,사일러스,패배,37분 25초,강타,점멸,정복자,지배,8/12/11,1.58,16,56,1.5,48%,모렐로노미콘,마법공학 초기형 벨트-01,존야의 모래시계,-,마법 부여: 룬의 메아리,마법사의 신발
452,사일러스,승리,20분 1초,점화,점멸,정복자,영감,6/4/3,2.25,12,101,5.0,35%,굳건한 의지의 완전한 비스킷,존야의 모래시계,부패 물약,루덴의 메아리,점화석,속도의 장화
453,사일러스,패배,31분 40초,강타,점멸,정복자,지배,6/6/7,2.17,14,49,1.5,62%,-,마법공학 초기형 벨트-01,존야의 모래시계,-,마법 부여: 룬의 메아리,명석함의 아이오니아 장화
454,리 신,승리,31분 40초,강타,점멸,정복자,지배,14/9/16,3.33,16,29,0.9,61%,그림자 검,수호 천사,요림의 주먹,칠흑의 양날 도끼,마법 부여: 용사,닌자의 신발
455,사일러스,승리,20분 20초,강타,점멸,정복자,지배,7/1/6,13.00,11,35,1.7,59%,충전형 물약,마법공학 초기형 벨트-01,제어 와드,에테르 환영,마법 부여: 룬의 메아리,명석함의 아이오니아 장화
456,레넥톤,승리,20분 17초,순간이동,점멸,정복자,결의,6/2/1,3.50,13,124,6.1,37%,콜필드의 전투 망치,티아맷,군단의 방패,도란의 검,칠흑의 양날 도끼,헤르메스의 발걸음
457,쓰레쉬,패배,23분 39초,점화,점멸,여진,영감,1/5/4,1.00,10,16,0.7,56%,점화석,충전형 물약,룬 강철 어깨 갑옷,제어 와드,지크의 융합,기동력의 장화
458,사일러스,승리,34분 58초,강타,점멸,정복자,지배,5/2/9,7.00,16,39,1.1,39%,쓸데없이 큰 지팡이,마법공학 초기형 벨트-01,쓸데없이 큰 지팡이,리치베인,마법 부여: 룬의 메아리,명석함의 아이오니아 장화
459,레넥톤,승리,26분 1초,순간이동,점멸,집중 공격,결의,1/4/4,1.25,14,129,5.0,14%,도란의 검,롱소드,제어 와드,칠흑의 양날 도끼,죽음의 무도,닌자의 신발
460,엘리스,패배,22분 4초,강타,점멸,감전,마법,0/4/2,0.50,11,23,1.0,33%,마법 부여: 룬의 메아리,충전형 물약,제어 와드,추적자의 팔목 보호대,증폭의 고서,기동력의 장화
461,르블랑,패배,42분 34초,점화,점멸,감전,영감,6/12/6,1.00,16,154,3.6,38%,라바돈의 죽음모자,망가진 초시계,제어 와드,모렐로노미콘,루덴의 메아리,헤르메스의 발걸음
462,사일러스,승리,24분 52초,점화,점멸,정복자,영감,5/3/9,4.67,14,122,4.9,41%,제어 와드,마법공학 초기형 벨트-01,초시계,부패 물약,루덴의 메아리,헤르메스의 발걸음
463,트위스티드 페이트,승리,35분 37초,점화,점멸,봉인 풀린 주문서,결의,10/6/13,3.83,17,189,5.3,64%,모렐로노미콘,망가진 초시계,고속 연사포,리치베인,루덴의 메아리,명석함의 아이오니아 장화
464,야스오,패배,16분 8초,점화,점멸,정복자,지배,1/4/0,0.25,10,94,5.8,33%,도란의 검,충전형 물약,제어 와드,롱소드,유령 무희,광전사의 군화
465,킨드레드,패배,19분 39초,강타,점멸,집중 공격,지배,3/5/0,0.60,10,16,0.8,30%,충전형 물약,빌지워터의 해적검,단검,단검,마법 부여: 용사,광전사의 군화
466,오른,패배,26분 34초,순간이동,점멸,착취의 손아귀,마법,6/4/4,2.50,14,134,5.0,56%,도란의 방패,파수꾼의 갑옷,대장간 불꽃 망토,덤불 조끼,얼어붙은 주먹,닌자의 신발
467,올라프,승리,36분 15초,강타,점멸,정복자,마법,7/7/8,2.14,17,33,0.9,42%,스테락의 도전,정당한 영광,제어 와드,칠흑의 양날 도끼,마법 부여: 용사,닌자의 신발
468,오른,패배,23분 37초,순간이동,점멸,착취의 손아귀,마법,3/4/1,1.00,12,123,5.2,44%,도란의 방패,충전형 물약,쇠사슬 조끼,바미의 불씨,얼어붙은 건틀릿,닌자의 신발
469,오른,패배,29분 53초,순간이동,점멸,착취의 손아귀,마법,8/4/3,2.75,16,190,6.4,61%,쇠사슬 조끼,심연의 가면,음전자 망토,대장간 불꽃 망토,얼어붙은 주먹,헤르메스의 발걸음
470,야스오,패배,17분 19초,순간이동,점멸,정복자,지배,1/6/1,0.33,10,100,5.8,25%,-,충전형 물약,도란의 검,도란의 검,유령 무희,광전사의 군화
471,올라프,패배,22분 11초,강타,점멸,정복자,마법,7/2/3,5.00,12,42,1.9,77%,칠흑의 양날 도끼,빙하의 장막,제어 와드,수정 팔 보호구,마법 부여: 용사,헤르메스의 발걸음
472,올라프,패배,21분 3초,강타,점멸,정복자,마법,4/5/4,1.60,11,18,0.9,47%,칠흑의 양날 도끼,충전형 물약,제어 와드,수정 팔 보호구,마법 부여: 용사,속도의 장화
473,아트록스,패배,26분 27초,순간이동,점멸,정복자,지배,4/4/4,2.00,13,137,5.2,57%,도란의 검,체력 물약,롱소드,죽음의 무도,칠흑의 양날 도끼,닌자의 신발
474,오른,승리,34분 49초,순간이동,점멸,착취의 손아귀,마법,6/3/15,7.00,16,149,4.3,51%,음전자 망토,망가진 초시계,가시 갑옷,얼어붙은 주먹,대장간 불꽃 망토,닌자의 신발
475,쉬바나,승리,30분 20초,점화,순간이동,정복자,지배,3/8/10,1.62,16,143,4.7,32%,정령의 형상,루비 수정,-,덤불 조끼,죽음의 무도,명석함의 아이오니아 장화
476,아트록스,패배,22분 31초,순간이동,점멸,정복자,지배,3/7/1,0.57,12,100,4.4,24%,도란의 검,충전형 물약,제어 와드,칠흑의 양날 도끼,콜필드의 전투 망치,흡혈의 낫
477,올라프,패배,21분 46초,강타,점멸,정복자,영감,2/5/5,1.40,10,17,0.8,50%,닌자의 신발,충전형 물약,제어 와드,점화석,마법 부여: 잿불거인,탐식의 망치
478,오공,승리,14분 5초,강타,점멸,정복자,지배,1/0/1,Perfect,8,11,0.8,22%,-,충전형 물약,제어 와드,톱날 단검,마법 부여: 용사,헤르메스의 발걸음
479,올라프,승리,43분 27초,강타,점멸,정복자,영감,2/4/11,3.25,18,54,1.2,43%,요림의 주먹,정당한 영광,수호 천사,칠흑의 양날 도끼,마법 부여: 용사,헤르메스의 발걸음
480,자크,패배,43분 12초,강타,점멸,여진,영감,3/1/19,22.00,18,87,2.0,65%,마법 부여: 잿불거인,가고일의 돌갑옷,워모그의 갑옷,덤불 조끼,기사의 맹세,헤르메스의 발걸음
481,에코,승리,33분 47초,강타,점멸,어둠의 수확,영감,12/5/14,5.20,17,70,2.1,47%,리치베인,마법공학 초기형 벨트-01,존야의 모래시계,제어 와드,마법 부여: 룬의 메아리,마법사의 신발
482,올라프,패배,27분 4초,강타,점멸,정복자,영감,5/9/6,1.22,12,17,0.6,52%,빙하의 장막,수정 팔 보호구,-,칠흑의 양날 도끼,마법 부여: 용사,약간 신비한 장화
483,자크,패배,22분 27초,강타,점멸,여진,영감,2/3/8,3.33,10,17,0.8,56%,점화석,충전형 물약,-,쇠사슬 조끼,마법 부여: 잿불거인,헤르메스의 발걸음
484,엘리스,승리,35분 57초,강타,점멸,감전,마법,7/5/12,3.80,16,48,1.3,49%,악마의 마법서,존야의 모래시계,방출의 마법봉,모렐로노미콘,마법 부여: 룬의 메아리,헤르메스의 발걸음
485,올라프,승리,30분 17초,강타,점멸,정복자,영감,10/3/7,5.67,16,27,0.9,63%,마법 부여: 용사,정당한 영광,초시계,스테락의 도전,칠흑의 양날 도끼,헤르메스의 발걸음
486,자크,승리,36분 38초,강타,점멸,여진,영감,9/4/29,9.50,18,33,0.9,69%,워모그의 갑옷,가고일의 돌갑옷,거인의 허리띠,기사의 맹세,마법 부여: 잿불거인,헤르메스의 발걸음
487,리 신,승리,41분 14초,강타,점멸,정복자,지배,10/7/8,2.57,17,67,1.6,44%,드락사르의 황혼검,망가진 초시계,스테락의 도전,그림자 검,마법 부여: 용사,헤르메스의 발걸음
488,쓰레쉬,패배,25분 44초,탈진,점멸,봉인 풀린 주문서,결의,3/4/6,2.25,11,33,1.3,69%,쇠사슬 조끼,망가진 초시계,화이트록의 갑옷,기사의 맹세,지크의 융합,기동력의 장화
489,파이크,승리,28분 29초,점화,점멸,여진,지배,5/0/16,Perfect,14,50,1.8,66%,거인의 허리띠,요우무의 유령검,화이트록의 갑옷,그림자 검,드락사르의 황혼검,기동력의 장화
490,야스오,패배,40분 24초,점화,점멸,정복자,지배,7/12/3,0.83,17,204,5.0,25%,요림의 주먹,몰락한 왕의 검,거인의 허리띠,무한의 대검,유령 무희,광전사의 군화
491,오공,패배,32분 29초,강타,점멸,정복자,지배,6/4/9,3.75,15,71,2.2,88%,죽음의 무도,루비 수정,제어 와드,칠흑의 양날 도끼,마법 부여: 용사,기동력의 장화
492,오른,승리,30분 48초,순간이동,점멸,착취의 손아귀,마법,5/6/13,3.00,15,162,5.3,46%,도란의 방패,가고일의 돌갑옷,-,심연의 지옥불 가면,대장간 불꽃 망토,닌자의 신발
493,리 신,승리,20분 51초,강타,점멸,정복자,지배,3/3/8,3.67,11,8,0.4,69%,충전형 물약,초시계,제어 와드,그림자 검,마법 부여: 용사,기동력의 장화
494,오른,패배,27분 39초,순간이동,점멸,착취의 손아귀,마법,1/4/2,0.75,14,195,7.1,14%,파수꾼의 갑옷,-,덤불 조끼,얼어붙은 주먹,대장간 불꽃 망토,닌자의 신발
495,아트록스,패배,18분 28초,순간이동,점멸,정복자,결의,3/4/0,0.75,10,90,4.9,100%,도란의 검,충전형 물약,롱소드,칠흑의 양날 도끼,롱소드,닌자의 신발
496,오른,승리,23분 1초,강타,점멸,봉인 풀린 주문서,결의,3/2/16,9.50,13,39,1.7,61%,심연의 지옥불 가면,망가진 초시계,충전형 물약,광휘의 검,마법 부여: 잿불거인,헤르메스의 발걸음
497,아트록스,패배,29분 53초,순간이동,점멸,정복자,결의,6/8/11,2.12,14,104,3.5,45%,곡괭이,충전형 물약,요림의 주먹,죽음의 무도,칠흑의 양날 도끼,닌자의 신발
498,오른,승리,29분 55초,순간이동,점멸,착취의 손아귀,마법,6/7/17,3.29,16,132,4.4,57%,도란의 방패,대장간 불꽃 망토,제어 와드,얼어붙은 주먹,적응형 투구,닌자의 신발
499,아트록스,승리,31분 56초,순간이동,점멸,정복자,지배,9/4/7,4.00,17,167,5.2,40%,맬모셔스의 아귀,수호 천사,점화석,칠흑의 양날 도끼,처형인의 대검,헤르메스의 발걸음
500,다리우스,패배,33분 18초,유체화,점멸,정복자,마법,5/6/10,2.50,14,129,3.9,42%,곡괭이,요림의 주먹,루비 수정,망자의 갑옷,삼위일체,헤르메스의 발걸음
501,아트록스,승리,28분 1초,순간이동,점멸,정복자,지배,3/3/8,3.67,16,169,6.0,39%,도란의 검,충전형 물약,요림의 주먹,죽음의 무도,칠흑의 양날 도끼,닌자의 신발
502,오른,패배,29분 43초,순간이동,점멸,착취의 손아귀,마법,4/5/7,2.20,15,167,5.6,41%,음전자 망토,가고일의 돌갑옷,억겁의 카탈리스트,덤불 조끼,대장간 불꽃 망토,닌자의 신발
503,오른,승리,21분 43초,순간이동,점멸,착취의 손아귀,마법,7/1/4,11.00,13,138,6.4,44%,도란의 방패,충전형 물약,헤르메스의 발걸음,얼어붙은 주먹,대장간 불꽃 망토,루비 수정
504,오른,승리,33분 38초,순간이동,점멸,착취의 손아귀,마법,3/5/9,2.40,16,179,5.3,32%,점화석,가시 갑옷,-,심연의 지옥불 가면,대장간 불꽃 망토,닌자의 신발
505,야스오,승리,28분 35초,순간이동,점멸,정복자,지배,5/8/3,1.00,16,164,5.7,21%,곡궁,빌지워터의 해적검,도란의 검,스태틱의 단검,무한의 대검,광전사의 군화
506,세나,패배,20분 13초,방어막,점멸,빙결 강화,마법,0/4/0,0.00,8,8,0.4,0%,그림자 검,굳건한 의지의 완전한 비스킷,제어 와드,해로윙 초승달낫,-,신속의 장화
507,이즈리얼,패배,21분 54초,회복,점멸,정복자,영감,1/4/3,1.00,10,131,6.0,50%,도란의 검,마나무네,굳건한 의지의 완전한 비스킷,광휘의 검,빙하의 장막,명석함의 아이오니아 장화
508,이즈리얼,승리,25분 25초,회복,점멸,정복자,영감,4/0/8,Perfect,13,204,8.0,50%,도란의 검,충전형 물약,필멸자의 운명,삼위일체,무라마나,속도의 장화
509,이즈리얼,승리,26분 10초,회복,점멸,정복자,영감,7/3/6,4.33,14,172,6.6,46%,도란의 검,빌지워터의 해적검,삼위일체,롱소드,무라마나,명석함의 아이오니아 장화
510,이즈리얼,패배,29분 52초,회복,점멸,정복자,영감,7/5/7,2.80,13,198,6.6,88%,-,몰락한 왕의 검,삼위일체,처형인의 대검,무라마나,명석함의 아이오니아 장화
511,블리츠크랭크,패배,27분 2초,점화,점멸,수호자,영감,1/4/3,1.00,10,28,1.0,33%,음전자 망토,망가진 초시계,제어 와드,화이트록의 갑옷,정당한 영광,기동력의 장화
512,쓰레쉬,승리,27분 21초,점화,점멸,수호자,영감,6/3/13,6.33,12,32,1.2,68%,제어 와드,수정 팔 보호구,룬 강철 어깨 갑옷,기사의 맹세,지크의 융합,기동력의 장화
513,오른,패배,34분 22초,순간이동,점멸,착취의 손아귀,마법,3/4/12,3.75,15,150,4.4,56%,음전자 망토,망가진 초시계,제어 와드,얼어붙은 주먹,대장간 불꽃 망토,헤르메스의 발걸음
514,오른,승리,15분 39초,순간이동,점멸,착취의 손아귀,마법,2/1/3,5.00,10,107,6.8,29%,도란의 방패,충전형 물약,제어 와드,억겁의 카탈리스트,마법무효화의 망토,태양불꽃 망토
515,오른,승리,28분 7초,순간이동,점멸,착취의 손아귀,마법,3/4/5,2.00,14,168,6.0,30%,도란의 방패,충전형 물약,덤불 조끼,심연의 지옥불 가면,대장간 불꽃 망토,닌자의 신발
516,아트록스,승리,26분 3초,점화,점멸,봉인 풀린 주문서,정밀,4/5/8,2.40,14,136,5.2,43%,죽음의 무도,롱소드,롱소드,주문포식자,칠흑의 양날 도끼,헤르메스의 발걸음
517,블리츠크랭크,승리,26분 50초,점화,점멸,봉인 풀린 주문서,결의,3/2/16,9.50,13,26,1.0,58%,거인의 허리띠,정당한 영광,화이트록의 갑옷,-,지크의 융합,기동력의 장화
518,오른,패배,24분 52초,순간이동,점멸,착취의 손아귀,마법,7/5/1,1.60,14,176,7.1,57%,도란의 방패,가고일의 돌갑옷,덤불 조끼,얼어붙은 주먹,대장간 불꽃 망토,닌자의 신발
519,오른,패배,33분 9초,점화,점멸,봉인 풀린 주문서,마법,8/4/7,3.75,17,183,5.5,47%,적응형 투구,가고일의 돌갑옷,천 갑옷,심연의 지옥불 가면,대장간 불꽃 망토,닌자의 신발
520,이즈리얼,패배,17분 29초,회복,점멸,정복자,영감,0/1/2,2.00,7,69,3.9,50%,굳건한 의지의 완전한 비스킷,체력 물약,-,광휘의 검,곡괭이,도란의 검
521,이즈리얼,패배,23분 34초,회복,점멸,정복자,영감,4/3/1,1.67,12,148,6.3,56%,롱소드,도란의 검,롱소드,무라마나,삼위일체,명석함의 아이오니아 장화
522,야스오,승리,22분 41초,회복,점멸,기민한 발놀림,지배,5/3/4,3.00,14,192,8.5,47%,도란의 검,충전형 물약,흡혈의 낫,무한의 대검,유령 무희,광전사의 군화
523,이즈리얼,승리,25분 19초,회복,점멸,정복자,영감,11/4/8,4.75,14,130,5.1,56%,도란의 검,빌지워터의 해적검,곡궁,무라마나,삼위일체,명석함의 아이오니아 장화
524,자르반 4세,패배,23분 18초,강타,점멸,정복자,지배,5/4/4,2.25,11,33,1.4,82%,거인의 허리띠,충전형 물약,제어 와드,칠흑의 양날 도끼,마법 부여: 용사,속도의 장화
525,오른,패배,32분 46초,순간이동,점멸,착취의 손아귀,마법,3/6/5,1.33,16,234,7.1,44%,심연의 가면,초시계,제어 와드,얼어붙은 주먹,대장간 불꽃 망토,헤르메스의 발걸음
526,오른,승리,32분 48초,순간이동,점멸,착취의 손아귀,마법,6/2/11,8.50,18,200,6.1,39%,도란의 방패,심연의 가면,망령의 두건,대장간 불꽃 망토,얼어붙은 주먹,헤르메스의 발걸음
527,야스오,패배,17분 0초,점화,점멸,정복자,지배,0/5/0,0.00,9,82,4.8,0%,열정의 검,충전형 물약,단검,도란의 검,도란의 검,광전사의 군화
528,오른,승리,24분 11초,점화,점멸,착취의 손아귀,마법,4/2/7,5.50,15,179,7.4,30%,도란의 방패,충전형 물약,음전자 망토,대장간 불꽃 망토,얼어붙은 주먹,닌자의 신발
529,피들스틱,패배,27분 32초,강타,점멸,봉인 풀린 주문서,마법,3/7/0,0.43,12,39,1.4,50%,-,존야의 모래시계,-,방출의 마법봉,마법 부여: 룬의 메아리,마법사의 신발
530,이즈리얼,승리,32분 45초,정화,점멸,정복자,영감,8/6/6,2.33,13,141,4.3,35%,롱소드,몰락한 왕의 검,초시계,무라마나,삼위일체,명석함의 아이오니아 장화
531,리 신,패배,30분 36초,강타,점멸,정복자,지배,4/5/5,1.80,13,21,0.7,60%,맬모셔스의 아귀,티아맷,제어 와드,루비 수정,마법 부여: 용사,헤르메스의 발걸음
532,자르반 4세,패배,35분 3초,강타,점멸,정복자,지배,5/4/13,4.50,15,52,1.5,78%,거인의 허리띠,가고일의 돌갑옷,쇠사슬 조끼,칠흑의 양날 도끼,마법 부여: 잿불거인,헤르메스의 발걸음
533,자크,패배,16분 24초,강타,점멸,여진,영감,2/1/2,4.00,10,31,1.9,80%,망령의 두건,충전형 물약,-,-,마법 부여: 잿불거인,헤르메스의 발걸음
534,이블린,승리,22분 35초,강타,점멸,감전,마법,4/3/4,2.67,12,16,0.7,36%,-,마법공학 초기형 벨트-01,충전형 물약,에테르 환영,마법 부여: 룬의 메아리,속도의 장화
